0.000000000000000000e+00,1.919076498772488648e+00,1.975868536859603619e+00
1.000000000000000021e-03,1.304137837474431016e+00,1.295052088587640426e+00
2.000000000000000042e-03,1.316465731491590407e+00,1.258080940635677436e+00
3.000000000000000062e-03,9.390261653208532566e-01,9.450895100470906307e-01
4.000000000000000083e-03,9.680045487106860858e-01,9.588311492287522331e-01
5.000000000000000104e-03,9.124781317492957067e-01,9.040321424038936238e-01
6.000000000000000125e-03,9.674344539912794749e-01,9.608695672362094209e-01
7.000000000000000146e-03,9.650183248036787731e-01,9.600702306386964535e-01
8.000000000000000167e-03,9.639179370053755358e-01,9.595716764916722985e-01
8.999999999999999320e-03,9.666595992980404617e-01,9.590724761454911818e-01
1.000000000000000021e-02,9.631571217174673682e-01,9.596800558534747116e-01
1.099999999999999936e-02,9.621523595989708300e-01,9.604348759660450430e-01
1.200000000000000025e-02,9.621000179118117668e-01,9.592653009204969994e-01
1.299999999999999940e-02,9.622704594876453355e-01,9.588844693246638684e-01
1.400000000000000029e-02,9.645998796106323159e-01,9.652238945342722642e-01
1.499999999999999944e-02,9.641650548964928458e-01,9.629083107247535800e-01
1.600000000000000033e-02,9.640603561426059898e-01,9.660232129205380547e-01
1.700000000000000122e-02,9.627364791438447478e-01,9.637011356997691180e-01
1.799999999999999864e-02,9.636192779129805208e-01,9.632511509575661934e-01
1.899999999999999953e-02,9.784821856437474485e-01,9.782283353176199903e-01
2.000000000000000042e-02,9.610001779400266786e-01,9.642011787932874833e-01
2.100000000000000130e-02,9.607630568820660910e-01,9.603011991654428758e-01
2.199999999999999872e-02,9.882240991699782207e-01,9.851924191552046128e-01
2.299999999999999961e-02,9.631422356171661647e-01,9.654514754664672571e-01
2.400000000000000050e-02,9.631519986108203479e-01,9.620251535776189744e-01
2.500000000000000139e-02,9.651554480420896365e-01,9.642277944966408665e-01
4.499999999999999833e-02,1.133412207430732233e+00,1.066139229957021817e+00
6.500000000000000222e-02,1.408376196025559413e+00,1.107113547224165329e+00
8.500000000000000611e-02,2.520031162509497769e+00,1.716167856313400852e+00
1.049999999999999961e-01,2.530207445673190225e+00,1.863454809312799609e+00
1.250000000000000000e-01,2.431412541554960338e+00,1.646496212589896757e+00
1.449999999999999900e-01,3.411856509571754792e+00,2.403393110935557964e+00
1.650000000000000078e-01,3.230508073248998357e+00,2.114876941643475838e+00
1.849999999999999978e-01,4.001654859415614496e+00,2.595888658002616811e+00
2.049999999999999878e-01,4.655486687788917166e+00,3.186110068957537234e+00
2.250000000000000056e-01,4.877688839424584977e+00,3.174851506099824583e+00
2.449999999999999956e-01,5.784739355997166932e+00,3.860011159850978757e+00
2.650000000000000133e-01,6.421798707249690707e+00,4.110789906235284619e+00
2.849999999999999756e-01,6.561386318455218358e+00,4.252414446634461775e+00
3.049999999999999933e-01,7.816797989455996465e+00,5.041543232283081544e+00
3.250000000000000111e-01,6.093599136404862726e+00,3.918696986505564972e+00
3.449999999999999734e-01,7.243886643249971335e+00,4.620127741695846169e+00
3.649999999999999911e-01,7.975625520186282458e+00,5.365362350819337323e+00
3.850000000000000089e-01,7.105411509448423146e+00,4.692599539201454562e+00
4.050000000000000266e-01,1.027117161792994438e+01,6.803186396464762531e+00
4.249999999999999889e-01,1.011983832200331967e+01,6.510666722826541353e+00
4.450000000000000067e-01,9.558683728289201653e+00,6.113694567296991345e+00
4.650000000000000244e-01,1.042851013462401610e+01,6.836005596278484475e+00
4.849999999999999867e-01,1.071134604151380465e+01,7.033636417472683533e+00
5.050000000000000044e-01,1.114009387200233014e+01,7.145072820165527361e+00
5.250000000000000222e-01,1.162182873710887776e+01,7.421171937941654306e+00
5.450000000000000400e-01,1.237271926807816591e+01,7.959544907430945671e+00
5.649999999999999467e-01,8.041641997750657467e+00,5.064033196502859546e+00
5.849999999999999645e-01,1.375078327631645614e+01,8.856001277991529363e+00
6.049999999999999822e-01,5.604748562932411637e+00,3.736449891237818122e+00
6.250000000000000000e-01,1.622758617773881795e+01,1.045955155397363967e+01
6.450000000000000178e-01,5.378864649960403810e+00,3.392155617603977991e+00
6.650000000000000355e-01,1.352321624343641737e+01,8.770971775805936232e+00
6.850000000000000533e-01,1.281063193779086085e+01,8.242451357099010778e+00
7.049999999999999600e-01,1.721420913685427578e+01,1.102167628628575713e+01
7.249999999999999778e-01,1.293002172522756155e+01,8.187245259730103086e+00
7.449999999999999956e-01,1.364983672704608786e+01,8.946597019244752147e+00
7.650000000000000133e-01,1.384546717743253730e+01,8.866267017960094421e+00
7.850000000000000311e-01,1.220762798747114708e+01,7.754462484258404231e+00
8.050000000000000488e-01,1.553242451319833961e+01,9.848438037758191044e+00
8.249999999999999556e-01,1.921401996903535192e+01,1.230878912070710207e+01
8.449999999999999734e-01,1.791728662242485015e+01,1.144248763821114778e+01
8.649999999999999911e-01,1.440086427176993844e+01,9.355627479462542695e+00
8.850000000000000089e-01,1.483693946881543013e+01,9.652353551338109128e+00
9.050000000000000266e-01,1.396030010942695476e+01,8.982559051888406643e+00
9.250000000000000444e-01,2.059282025174314157e+01,1.330353046325422284e+01
9.449999999999999512e-01,2.291499412051124906e+01,1.482750464230886855e+01
9.649999999999999689e-01,2.156798815244355794e+01,1.397626283977847272e+01
9.849999999999999867e-01,2.028262987702588305e+01,1.295235396379351478e+01
